indice_tiempo,nivel_general,elaboracion_productos_alimenticios_bebidas,elaboracion_productos_tabaco,fabricacion_productos_textiles,fabricacion_prendas_vestir_terminacion_tenido_pieles,curtido_term_cueros_fabricacion_marroq_talaba_calzado,fabricacion_prod_madera_corcho_no_muebles_art_trenzables,fabricacion_papel_productos_papel,edicion_impresion_reproduccion_grabaciones,ab_coque_prod_refinacion_petroleo_combustible_nuclear,fabricacion_sustancias_productos_quimicos,fabricacion_productos_caucho_plastico,fabricacion_productos_minerales_no_metalicos,fabricacion_metales_comunes,fabricacion_productos_elaborados_metal_excepto_maquinaria,fabricacion_maquinaria_equipos,fabricacion_maquinaria_oficina_contabilidad_informatica,fabricacion_maquinaria_aparatos_electronicos,fabricacion_aparatos_radio_television_comunicaciones,fabricacion_instrumentos_medicos_opticos_precision_relojes,fabricacion_vehiculos_automotores_remolques_semirremolques,fabricacion_equipo_transporte,fabricacion_muebles_colchones_industrias_manufactureras
2007-04-01,273.8,286.63926443687484,181.26646666666667,258.17318425251943,266.77326666666664,231.63562011929267,293.6528,230.95666520274645,218.07250215375643,262.7036961224939,246.969452657645,287.5118682379284,261.0077821752505,316.3993989651162,294.852641866415,287.7437458273725,269.896,293.4757793610094,214.23606857058522,244.02946666666665,290.220324495147,285.93590364779874,285.51493846952013
2007-07-01,290.2,309.9774800632694,182.69456666666665,266.80494832705836,275.30543333333327,242.76520701037998,303.1856333333333,238.4798001425055,224.28873769764513,254.21139843577876,262.2589460859519,315.1377949078766,273.65760078374154,323.0738462567903,313.89185540376064,313.75478236491693,297.1017,319.11545399267396,237.1267541140875,261.16946666666666,297.88428844243066,296.81701250673854,300.9715727431906
2007-10-01,314.7,329.50366206323207,222.47276666666667,294.43219255295685,317.76206666666667,274.11395019918996,327.37146666666666,261.66853424018655,250.0169262150379,264.06465463758536,287.07307769905793,333.882670549459,300.70761103571505,361.2751308966196,340.9856141003668,335.6772430651847,294.9548333333333,330.78857540496546,276.99003839569036,278.2561,319.19098257126205,326.38383942497757,330.011657075227
2008-01-01,321.5,334.0819973971923,218.53716666666665,285.2766634112949,306.87989999999996,262.2760183387557,345.1829666666666,282.03336864878867,252.26064455343706,283.2821859330249,302.50719806400093,348.86706377315153,302.9088261021013,354.6525848760657,335.68133130976923,318.62306438960417,380.1592,344.50345250305253,256.2298715002583,287.1862333333333,330.1265466297131,338.92782424079064,323.88026546044097
2008-04-01,339.9,360.8345342607872,210.6942,314.1799553732649,333.06326666666666,285.5579028118983,358.0037333333333,307.9895465604353,270.1154490144607,298.920304494382,309.80968762455717,350.4776913416529,336.03362274207774,390.4809490016908,368.8945542032009,353.52209588881556,431.8277666666667,367.3195805270655,267.4004134159841,310.69083333333333,336.672648388457,374.97673164420485,349.21755547989625
2008-07-01,367.9,393.26028636862765,235.41603333333333,326.73887210344174,354.5147666666667,307.86686732952654,374.92176666666666,323.6348293820443,281.8958436093457,304.74955031945365,344.13921531554496,363.54537649766917,361.6392629481351,417.3814578012016,398.24360351557,403.6815443233924,331.82113333333336,392.03444810134306,324.7379985536123,338.14733333333334,381.3076836346351,391.548370458221,370.84783438391696
2008-10-01,391.5,422.02203986557316,271.2636,353.3071370686442,402.6474,338.05733084345883,399.65630000000004,354.49284705272703,307.00051458966567,313.7073457920247,357.5479155338651,398.7237804818021,386.8923916095541,435.4508815255843,417.8684217591097,431.6769125151315,339.67286666666666,403.5485348880749,369.2508161168917,361.4508333333333,364.9922653288252,434.4328064869722,391.66736853437095
2009-01-01,383.3,433.24912007726016,258.6891666666667,330.32169936337704,393.27503333333334,304.8262643416772,387.6746666666666,358.906692952455,301.1979632924994,389.73513623044727,371.014344299464,393.0226036279932,365.0469053991089,400.35402802460703,396.26792373796326,394.3813087927809,342.83663333333334,382.3577607122507,341.02659217769906,359.0692000000001,349.6729491520616,426.5430209344115,387.0230247146563
2009-04-01,396.3,452.6862012070601,270.67130000000003,354.140103992394,389.2243,329.8242361961357,400.1212666666667,377.85078043788053,322.711694581069,348.53613972240584,373.4736187152237,412.8344445145786,372.3238595485286,396.54306308474526,415.0894183809831,388.33297950185244,345.55760000000004,397.5706590272691,356.58012718618556,355.00233333333335,351.5302639480504,443.1675681401617,410.40563546692607
2009-07-01,421.8,466.87677577369124,288.513,383.9556056984218,415.65619999999996,355.29995844676097,427.4010333333333,399.14939854903486,327.7980080869484,368.1246520929721,408.51661949251167,436.34296610398513,405.1806569145688,437.2630048014774,433.8755241478096,420.633991956458,0.0,430.5457848534798,393.9476454578997,385.30496666666676,409.64595546406616,437.8518388499551,430.3732916472114
2009-10-01,471.2,509.957022750644,348.86490000000003,417.91138980414524,441.83623333333327,386.17983037204266,456.79043333333334,441.7070056743101,374.22495433821496,389.60628260630097,445.51354998258535,488.2529829535474,460.4745060120784,491.71546764878696,509.3859475694876,507.42099757253953,0.0,482.460508115588,500.391854874179,423.6746666666666,479.9450232592729,490.05095701707097,472.6094304085603
2010-01-01,486.6,525.0,304.8,403.9,470.6,414.9,473.5,463.9,377.6,421.2,478.4,505.0,456.2,542.7,508.1,522.0,0.0,514.4,460.9,449.4,504.1,522.0,485.2
2010-04-01,533.5,583.8,389.3,460.1,507.7,453.4,548.2,503.3,404.0,420.7,497.2,526.5,498.4,595.5,560.6,582.4,0.0,562.0,518.4,519.5,529.4,575.1,558.3
2010-07-01,581.8,627.6,396.0,506.7,562.0,499.1,577.8,523.9,423.5,467.1,541.6,572.6,542.2,666.4,600.3,658.6,0.0,618.3,588.2,563.7,601.9,611.1,604.6
2010-10-01,631.7,679.1,525.8,553.5,624.5,534.7,665.8,576.0,490.6,522.6,600.3,619.6,593.7,671.5,649.5,721.9,0.0,652.7,629.9,605.0,636.9,693.5,654.1
2011-01-01,648.0,699.7,479.8,534.4,643.9,524.8,667.2,604.9,482.2,607.6,632.7,633.2,606.4,741.8,664.1,708.2,0.0,680.3,595.1,599.3,693.7,728.1,670.1
2011-04-01,699.8,761.5,462.7,631.3,729.8,590.4,729.8,666.2,540.7,617.4,653.5,668.8,666.6,752.9,723.9,772.8,0.0,729.5,631.6,654.5,676.7,796.9,730.0
2011-07-01,761.6,821.0,548.2,679.8,793.2,611.5,793.7,698.5,572.9,633.9,727.0,740.6,698.1,875.5,796.8,855.2,0.0,792.6,716.9,727.3,730.0,829.0,802.4
2011-10-01,814.7,885.6,628.6,732.2,866.1,665.2,845.5,745.4,614.5,661.0,764.1,832.5,782.7,888.0,835.8,924.6,0.0,833.8,800.3,786.3,746.0,902.2,845.9
2012-01-01,852.8,932.2,587.0,737.9,894.2,693.4,909.5,793.4,635.1,785.2,831.3,882.2,816.1,934.5,848.5,890.3,0.0,844.4,742.1,853.0,838.2,926.4,906.2
2012-04-01,894.6,984.3,612.2,793.7,953.5,762.3,945.8,907.6,669.3,785.4,822.9,860.8,840.6,994.0,903.3,980.8,0.0,847.1,844.2,900.2,826.3,956.9,935.2
2012-07-01,966.2,1070.3,657.4,876.4,1030.5,797.9,997.8,941.5,737.9,888.9,917.0,928.6,908.3,1043.0,947.7,1064.9,0.0,935.6,961.8,936.9,890.6,1044.5,1005.6
2012-10-01,1057.1,1157.3,748.1,1022.1,1136.6,938.9,1096.1,1009.0,785.0,876.0,969.4,1046.1,1002.4,1087.2,1031.9,1135.6,0.0,1021.0,1019.5,1052.2,1012.3,1105.1,1081.0
2013-01-01,1082.9,1202.0,742.7,995.3,1120.7,912.2,1103.2,1069.9,811.1,1026.8,1069.6,1086.2,1048.8,1125.3,1054.7,1116.7,0.0,1028.3,944.3,1035.7,1030.3,1117.8,1102.2
2013-04-01,1140.1,1271.8,742.3,1066.2,1214.8,980.3,1191.9,1098.0,862.0,972.9,1048.5,1069.0,1122.6,1155.2,1144.4,1219.6,0.0,1116.9,1090.3,1095.5,1054.8,1192.5,1177.3
2013-07-01,1227.8,1372.9,871.4,1150.0,1278.8,1049.8,1266.7,1141.6,941.8,986.6,1136.5,1190.9,1180.5,1320.3,1235.2,1340.5,0.0,1223.2,1125.3,1175.1,1069.9,1263.6,1268.5
2013-10-01,1338.5,1490.8,904.2,1293.6,1422.7,1178.3,1373.1,1213.3,985.4,1048.5,1203.2,1285.7,1319.5,1349.8,1337.1,1437.3,0.0,1282.4,1267.0,1253.5,1282.2,1448.8,1347.4
2014-01-01,1341.3,1512.9,909.0,1194.2,1386.0,1168.1,1387.2,1271.7,996.2,1218.5,1319.5,1331.7,1342.6,1385.9,1328.5,1376.9,0.0,1274.6,1206.2,1216.2,1203.2,1486.8,1343.1
2014-04-01,1472.0,1662.9,1012.9,1338.1,1630.7,1296.9,1468.5,1391.1,1098.9,1284.5,1381.7,1382.7,1461.8,1500.1,1518.4,1525.9,0.0,1430.7,1292.2,1326.8,1307.5,1585.2,1455.1
2014-07-01,1598.5,1793.0,1049.2,1473.3,1751.8,1343.0,1588.9,1485.5,1211.0,1311.3,1550.2,1467.6,1606.0,1726.3,1657.3,1724.5,0.0,1578.1,1425.6,1435.1,1364.2,1678.6,1565.9
2014-10-01,1790.0,1987.6,1183.3,1761.9,2006.7,1509.9,1816.4,1566.7,1327.2,1395.7,1684.9,1717.6,1786.0,1764.1,1758.0,1910.3,0.0,1747.6,1701.3,1560.8,1735.0,1879.4,1731.8
2015-01-01,1800.2,2046.7,1074.4,1611.5,1936.2,1571.4,1833.8,1661.2,1344.7,1667.1,1871.0,1732.4,1803.3,1804.2,1737.3,1790.4,0.0,1681.2,1682.9,1615.4,1647.6,1907.8,1768.6
2015-04-01,1912.5,2221.2,1336.1,1840.3,2094.2,1654.6,2084.4,1666.4,1390.7,1700.4,1908.8,1720.6,1969.3,1789.6,1772.1,1890.1,0.0,1825.1,1879.0,1738.7,1727.1,2084.0,1798.6
2015-07-01,2095.1,,,,,,,,,,,,,,,,,,,,,,
